blk_no,street,Postcode,p_sup400,p_supDist,p_fd400,p_mrt400,p_mrtDist,p_cbdDist,p_psc400,p_sch2km,p_pri2km,p_grn400
102,RIVERVALE WALK,540102,89,68,83,100,69,39,72,30,34,20
102,SERANGOON NTH AVE 1,550102,78,41,71,100,100,26,76,68,2,61
102,SIMEI ST 1,520102,89,41,62,75,12,45,84,39,17,71
102,SPOTTISWOODE PK RD,80102,100,96,88,100,50,1,92,84,25,100
102,TAMPINES ST 11,521102,78,20,82,100,56,43,68,23,17,72
102,TECK WHYE LANE,680102,78,16,80,100,65,74,76,33,39,87
102,TOWNER RD,322102,78,48,75,75,2,4,80,65,20,84
102,WOODLANDS ST 13,730102,89,62,93,100,42,93,88,49,76,7
102A,BIDADARI PK DR,341102,100,99,99,75,5,11,96,46,20,57
102A,CANBERRA ST,751102,78,44,93,100,73,91,92,71,41,76
102A,DEPOT RD,101102,89,73,86,100,82,8,84,65,25,1
102A,PUNGGOL FIELD,821102,100,81,96,100,59,53,68,30,52,71
102B,BIDADARI PK DR,342102,100,98,97,75,15,10,96,46,20,48
102B,CANBERRA ST,752102,78,49,93,100,72,92,84,71,41,76
102B,PUNGGOL FIELD,822102,100,87,97,100,55,53,76,30,52,63
102C,PUNGGOL FIELD,823102,100,91,97,100,55,53,72,26,52,66
102D,PUNGGOL FIELD,824102,100,86,97,100,59,52,64,30,52,74
103,AH HOOD RD,320103,78,22,79,100,42,8,88,46,18,47
103,ANG MO KIO AVE 3,560103,89,69,83,100,85,29,76,46,4,19
103,BEDOK NTH AVE 4,460103,67,16,84,100,52,33,84,36,17,83
103,BEDOK RESERVOIR RD,470103,100,94,95,100,53,17,88,75,65,54
103,BISHAN ST 12,570103,100,78,84,100,41,15,84,46,13,24
103,BT BATOK CTRL,650103,78,17,69,75,3,66,76,52,57,19
103,BT PURMEI RD,90103,89,32,91,100,68,4,92,78,25,10
103,CLEMENTI ST 14,120103,78,14,85,100,74,40,88,55,5,81
103,GANGSA RD,670103,100,90,94,100,61,65,80,49,55,65
103,HENDERSON CRES,150103,100,82,98,100,33,7,92,62,25,45
103,HOUGANG AVE 1,530103,78,25,61,100,63,21,96,75,34,54
103,JLN RAJAH,321103,89,59,86,100,65,7,88,49,20,92
103,JURONG EAST ST 13,600103,67,2,76,100,44,71,84,65,57,59
103,LENGKONG TIGA,410103,89,33,97,100,42,17,84,75,65,58
103,PASIR RIS ST 12,510103,89,17,81,100,86,61,60,55,26,15
103,POTONG PASIR AVE 1,350103,89,62,77,75,12,9,80,42,20,60
103,RIVERVALE WALK,540103,89,37,83,100,71,40,72,20,34,30
103,SERANGOON NTH AVE 1,550103,78,62,74,100,100,26,88,68,2,69
103,SPOTTISWOODE PK RD,80103,100,91,94,100,57,1,92,84,25,100
103,TAMPINES ST 11,520103,78,37,82,100,46,44,64,26,17,22
103,TECK WHYE LANE,680103,78,16,72,100,72,75,88,23,39,99
103,TOWNER RD,322103,78,49,75,75,2,4,76,65,20,84
103,WOODLANDS ST 13,730103,89,71,93,100,44,94,88,49,76,7
103,YISHUN RING RD,760103,89,6,81,100,55,78,72,49,41,54
103A,BIDADARI PK DR,341103,100,97,97,100,21,10,92,46,20,48
103A,CANBERRA ST,751103,78,60,93,100,69,92,84,65,41,76
103A,DEPOT RD,101103,89,72,84,100,80,8,84,65,25,1
103A,EDGEFIELD PLAINS,821103,100,90,97,100,59,52,68,20,52,75
103B,BIDADARI PK DR,342103,100,95,97,100,27,9,92,46,20,49
103B,CANBERRA ST,752103,78,38,93,100,66,91,84,68,41,76
103B,DEPOT RD,102103,89,67,83,100,80,8,84,65,25,1
103B,EDGEFIELD PLAINS,822103,100,89,97,100,64,52,68,20,52,79
103C,EDGEFIELD PLAINS,823103,100,89,97,100,67,51,64,20,52,85
104,ALJUNIED CRES,380104,100,87,88,100,21,6,68,68,49,97
104,BEDOK RESERVOIR RD,470104,100,95,95,100,48,17,88,78,65,55
104,BEDOK NTH AVE 4,460104,67,29,81,100,44,32,84,33,17,78
104,BISHAN ST 12,570104,100,77,91,100,40,15,84,46,13,25
104,BT BATOK CTRL,650104,78,39,59,75,8,67,80,52,57,39
104,BT PURMEI RD,90104,89,23,91,100,71,4,92,78,25,12
104,CLEMENTI ST 14,120104,78,18,85,100,76,41,88,55,5,82
104,GANGSA RD,670104,100,89,96,100,55,65,76,49,55,57
104,HENDERSON CRES,150104,100,80,98,100,35,7,92,62,25,37
104,HOUGANG AVE 1,530104,78,13,58,100,66,21,92,78,34,54
104,JLN RAJAH,321104,89,74,90,100,66,7,88,49,20,94
104,JLN DUSUN,320104,78,23,75,100,42,8,88,36,18,54
104,JURONG EAST ST 13,600104,67,1,76,100,47,71,84,65,57,75
104,LENGKONG TIGA,410104,89,32,98,100,44,16,84,75,65,67
104,PASIR RIS ST 12,510104,89,11,80,100,87,62,60,55,26,15
104,POTONG PASIR AVE 1,350104,89,58,75,75,13,9,80,42,20,60
104,RIVERVALE WALK,540104,89,47,83,100,69,39,76,23,34,34
104,SERANGOON NTH AVE 1,550104,78,39,71,100,100,26,76,68,2,58
104,SPOTTISWOODE PK RD,80104,100,89,93,100,62,2,92,84,25,100
104,TAMPINES ST 11,520104,78,33,82,100,53,44,68,26,17,25
104,TECK WHYE LANE,680104,67,28,72,100,77,75,84,26,39,100
104,TOWNER RD,322104,78,48,77,75,1,4,72,71,54,84
104,WHAMPOA DR,323104,100,81,78,100,74,5,92,52,20,84
104,WOODLANDS ST 13,730104,89,74,94,100,37,94,88,49,76,8
104A,ANG MO KIO ST 11,560104,89,50,83,100,88,30,72,49,4,17
104A,BIDADARI PK DR,341104,100,93,97,100,24,10,92,46,20,50
104A,CANBERRA ST,751104,78,21,93,100,67,91,92,68,41,76
104A,DEPOT RD,101104,89,47,87,100,83,9,84,65,25,1
104A,EDGEFIELD PLAINS,821104,100,81,96,100,72,51,60,20,52,69
104B,ANG MO KIO ST 11,561104,89,62,80,100,89,30,72,49,4,36
104B,CANBERRA ST,752104,78,24,94,100,62,91,84,65,41,76
104B,DEPOT RD,102104,89,41,87,100,83,9,84,65,25,1
104B,EDGEFIELD PLAINS,822104,89,76,92,100,74,51,60,20,52,65
104C,CANBERRA ST,753104,89,11,96,100,60,90,88,65,41,76
104D,CANBERRA ST,754104,78,10,94,100,63,90,92,68,41,76
105,ALJUNIED CRES,380105,100,91,82,75,14,6,68,68,49,91
105,ANG MO KIO AVE 4,560105,89,56,83,100,91,31,68,49,4,61
105,BEDOK RESERVOIR RD,470105,100,96,95,100,48,17,84,78,65,54
105,BEDOK NTH AVE 4,460105,67,38,81,100,40,32,84,33,17,83
105,BISHAN ST 12,570105,100,80,86,100,38,15,92,46,13,27
105,BT BATOK CTRL,650105,78,42,54,75,9,67,84,52,57,39
105,BT PURMEI RD,90105,89,23,91,100,68,4,92,75,25,7
105,CLEMENTI ST 12,120105,78,5,85,100,77,40,92,55,5,89
105,GANGSA RD,670105,100,89,94,100,53,65,80,49,55,65
105,HENDERSON CRES,150105,100,90,98,100,45,7,88,62,25,37
105,JLN RAJAH,320105,100,90,93,100,66,7,80,46,20,94
105,JURONG EAST ST 13,600105,89,15,78,100,46,70,80,65,57,32
105,LENGKONG TIGA,410105,89,29,98,100,43,17,84,75,65,65
105,PASIR RIS ST 12,510105,89,15,81,100,80,61,68,55,26,23
105,POTONG PASIR AVE 1,350105,89,50,75,75,14,9,80,42,20,58
105,RIVERVALE WALK,540105,89,61,83,100,67,39,76,30,34,27
105,SERANGOON NTH AVE 1,550105,89,60,77,100,100,26,92,68,2,68
105,SIMEI ST 1,520105,89,61,70,75,19,45,84,39,17,89
105,SPOTTISWOODE PK RD,80105,100,90,96,100,69,2,92,84,25,100
105,TAMPINES ST 11,521105,78,10,82,100,45,45,64,33,17,20
105,TECK WHYE LANE,680105,56,16,70,100,75,75,80,26,39,97
105,TOWNER RD,321105,78,40,75,75,3,4,76,68,20,84
105,WOODLANDS ST 13,730105,100,80,94,100,37,94,92,49,76,8
105A,BIDADARI PK DR,341105,100,79,83,75,14,9,92,42,20,57
105A,DEPOT RD,101105,89,19,85,100,83,9,84,65,25,2
105A,EDGEFIELD PLAINS,821105,89,68,92,100,73,51,64,20,52,65
105B,BIDADARI PK DR,342105,89,77,83,75,10,8,92,42,20,59
105B,EDGEFIELD PLAINS,822105,89,62,92,100,73,52,68,23,52,61
105C,EDGEFIELD PLAINS,823105,89,74,92,100,68,52,60,20,52,54
105D,EDGEFIELD PLAINS,824105,100,79,96,100,70,51,60,20,52,68
106,ALJUNIED CRES,380106,100,91,79,75,10,6,68,65,49,90
106,ANG MO KIO AVE 4,560106,89,65,83,100,92,30,68,49,4,75
106,BEDOK NTH AVE 4,460106,67,46,81,100,42,33,88,36,17,83
106,BEDOK RESERVOIR RD,470106,100,96,95,100,44,17,84,78,65,54
106,BISHAN ST 12,570106,89,72,85,100,35,15,88,46,13,26
106,BT BATOK CTRL,650106,78,42,54,75,10,67,84,52,57,37
106,BT PURMEI RD,90106,89,10,91,100,75,4,92,71,25,18
106,GANGSA RD,670106,100,88,90,100,50,65,84,49,55,69
106,HENDERSON CRES,150106,100,89,98,100,44,7,88,62,25,27
106,HOUGANG AVE 1,530106,78,1,58,100,74,20,92,78,34,54
106,JLN RAJAH,321106,100,91,93,100,73,7,76,49,20,94
106,JLN DUSUN,320106,78,35,77,100,36,8,88,39,18,30
106,JURONG EAST ST 13,600106,89,5,77,100,52,71,84,62,57,43
106,LENGKONG TIGA,410106,89,17,97,100,38,16,80,75,65,82
106,PASIR RIS ST 12,510106,89,19,81,100,82,61,64,55,26,21
106,POTONG PASIR AVE 1,350106,89,34,75,75,12,9,80,39,20,57
106,RIVERVALE WALK,540106,78,56,76,100,63,39,72,30,34,59
106,SERANGOON NTH AVE 1,550106,78,44,72,100,100,26,76,68,2,66
106,SIMEI ST 1,520106,89,46,62,75,13,45,84,39,17,54
106,SPOTTISWOODE PK RD,80106,100,89,97,100,73,2,92,84,25,100
106,TAMPINES ST 11,521106,78,9,83,100,53,45,76,33,17,20
106,TECK WHYE LANE,680106,56,14,66,100,75,75,76,26,39,91
106,TOWNER RD,322106,78,28,75,75,4,5,76,68,20,84
106,WOODLANDS ST 13,730106,89,76,98,100,29,93,92,46,76,11
106,YISHUN RING RD,760106,89,24,82,100,69,78,68,49,41,54
106A,BIDADARI PK DR,341106,100,91,96,75,20,9,88,46,20,52
106A,DEPOT RD,101106,89,11,90,100,83,10,84,68,25,1
106A,PUNGGOL FIELD,821106,89,3,92,100,84,52,48,30,52,46
106B,BIDADARI PK DR,342106,100,88,96,75,15,9,88,46,20,56
106B,DEPOT RD,102106,89,8,90,100,83,10,88,68,25,1
106B,PUNGGOL FIELD,822106,89,11,91,100,80,52,52,33,52,44
106C,PUNGGOL FIELD,823106,89,23,91,100,77,52,52,30,52,43
106D,PUNGGOL FIELD,824106,89,32,91,100,75,52,57,30,52,42
107,ALJUNIED CRES,380107,89,70,73,75,13,6,64,75,49,89
107,ANG MO KIO AVE 4,560107,89,76,85,100,92,30,68,49,4,76
107,BEDOK NTH RD,460107,67,11,79,100,49,32,84,39,10,54
107,BEDOK RESERVOIR RD,470107,100,96,92,100,40,17,84,78,65,54
107,BISHAN ST 12,570107,89,64,80,100,31,15,88,46,13,26
107,BT BATOK WEST AVE 6,650107,67,61,48,75,16,67,80,52,57,37
107,BT PURMEI RD,90107,89,13,93,100,72,4,88,75,25,11
107,GANGSA RD,670107,100,79,69,100,41,66,84,49,55,65
107,JLN BT MERAH,160107,89,62,78,100,58,5,80,62,25,100
107,JLN RAJAH,320107,100,86,93,100,77,7,76,52,20,94
107,JURONG EAST ST 13,600107,89,17,90,100,52,71,84,62,57,29
107,LENGKONG TIGA,410107,89,12,97,100,35,17,80,75,65,85
107,LOR 1 TOA PAYOH,310107,89,61,68,75,1,13,84,52,13,43
107,PASIR RIS ST 12,510107,89,32,81,100,83,61,68,49,26,25
107,POTONG PASIR AVE 1,350107,89,52,75,75,18,9,80,39,20,63
107,RIVERVALE WALK,540107,78,45,76,100,63,39,68,23,34,76
107,SERANGOON NTH AVE 1,550107,89,59,78,100,100,26,92,68,2,69
107,SIMEI ST 1,520107,89,53,62,75,15,45,84,39,17,51
107,SPOTTISWOODE PK RD,80107,100,94,97,100,68,2,92,84,25,100
107,TAMPINES ST 11,521107,78,2,93,100,49,46,76,36,17,21
107,TECK WHYE LANE,680107,67,3,69,100,70,75,76,23,39,100
107,TOWNER RD,321107,89,48,80,75,3,4,76,71,54,84
107,WOODLANDS ST 13,730107,100,79,96,100,29,94,92,46,76,12
107,YISHUN RING RD,760107,89,37,84,100,70,79,72,49,41,54
107A,BIDADARI PK DR,341107,100,98,97,100,34,9,88,46,20,48
107A,CANBERRA ST,751107,78,14,94,100,66,90,92,68,41,77
107A,EDGEFIELD PLAINS,821107,89,40,92,100,76,52,60,23,52,59
107B,BIDADARI PK DR,342107,100,96,97,100,29,9,84,46,20,49
107B,CANBERRA ST,752107,89,13,96,100,62,90,92,65,41,78
107B,EDGEFIELD PLAINS,822107,89,26,92,100,79,52,57,23,52,55
107C,CANBERRA ST,753107,89,22,96,100,59,89,88,68,41,78
107C,EDGEFIELD PLAINS,823107,89,16,92,100,81,52,52,26,52,50
107D,EDGEFIELD PLAINS,824107,89,8,96,100,84,52,57,33,52,48
108,ALJUNIED CRES,380108,78,42,76,100,21,6,72,75,49,79
108,ANG MO KIO AVE 4,560108,89,75,85,100,89,29,76,46,4,74
108,BEDOK NTH RD,460108,67,20,84,100,44,32,88,39,17,62
108,BEDOK RESERVOIR RD,470108,100,95,93,100,36,17,84,78,65,54
108,BISHAN ST 12,570108,89,68,84,100,28,15,84,46,13,25
108,BT BATOK WEST AVE 6,650108,78,59,65,75,19,67,76,52,57,31
108,BT PURMEI RD,90108,89,3,91,100,76,4,92,68,25,23
108,C'WEALTH CRES,140108,100,87,92,100,40,19,80,75,21,100
108,GANGSA RD,670108,100,89,69,100,48,65,84,49,55,72
108,HOUGANG AVE 1,530108,78,12,56,100,77,20,92,78,34,71
108,JLN BT MERAH,160108,89,73,75,100,62,4,80,65,25,100
108,JLN RAJAH,320108,100,85,93,100,79,7,72,52,20,94
108,JURONG EAST ST 13,600108,89,30,91,100,50,72,88,62,57,56
108,LENGKONG TIGA,410108,89,7,97,100,32,16,80,71,65,93
108,LOR 1 TOA PAYOH,310108,89,67,68,75,2,13,84,52,13,30
108,MCNAIR RD,321108,78,1,91,75,16,5,68,68,20,99
108,PASIR RIS ST 12,510108,89,43,81,100,80,60,72,49,26,42
108,POTONG PASIR AVE 1,350108,89,46,75,75,19,9,80,39,20,72
108,RIVERVALE WALK,540108,78,58,76,100,57,39,68,26,34,86
108,SERANGOON NTH AVE 1,550108,89,32,73,100,100,26,72,68,2,69
108,SIMEI ST 1,520108,89,38,62,75,8,46,84,39,17,39
108,TAMPINES ST 11,521108,78,5,93,100,55,46,76,36,17,22
108,TECK WHYE LANE,680108,56,13,66,100,75,75,76,26,39,85
108,WOODLANDS ST 13,730108,100,86,92,100,37,94,92,49,76,9
108,YISHUN RING RD,760108,89,28,80,100,57,78,64,49,41,54
108A,CANBERRA WALK,751108,89,24,91,100,36,88,88,62,41,79
108B,CANBERRA WALK,752108,89,8,92,100,43,89,84,65,41,76
108B,MCNAIR RD,323108,89,27,93,75,12,4,84,68,20,82
108C,CANBERRA WALK,753108,89,25,91,100,34,88,80,65,41,84
108C,MCNAIR RD,324108,89,30,83,75,8,4,80,68,20,84
109,ALJUNIED CRES,380109,78,64,75,75,17,6,64,71,49,89
109,ANG MO KIO AVE 4,560109,89,56,78,100,91,28,76,46,4,85
109,BEDOK NTH RD,460109,67,37,98,100,41,31,84,46,17,56
109,BEDOK RESERVOIR RD,470109,100,94,95,100,44,17,84,78,65,54
109,BISHAN ST 12,570109,67,57,58,100,27,15,84,46,13,26
109,BT BATOK WEST AVE 6,650109,67,51,66,100,25,67,76,52,57,22
109,BT PURMEI RD,90109,89,1,93,100,79,4,92,68,25,36
109,C'WEALTH CRES,140109,100,89,92,100,36,20,80,75,21,98
109,CLEMENTI ST 11,120109,89,2,92,100,75,39,96,55,5,88
109,GANGSA RD,670109,100,94,90,100,55,65,84,49,55,77
109,HOUGANG AVE 1,530109,78,22,62,100,56,21,88,75,34,37
109,JLN BT MERAH,160109,89,69,75,100,59,4,84,62,25,98
109,JURONG EAST ST 13,600109,89,49,91,100,40,73,92,55,50,50
109,LENGKONG TIGA,410109,89,4,97,100,28,17,80,71,65,91
109,LOR 1 TOA PAYOH,310109,100,78,70,75,1,13,88,55,13,65
109,MCNAIR RD,320109,78,2,87,75,17,5,76,68,20,97
109,PASIR RIS ST 11,510109,89,56,81,100,71,60,68,52,26,21
109,POTONG PASIR AVE 1,350109,89,46,82,100,23,9,84,39,20,73
109,RIVERVALE WALK,540109,78,51,76,100,56,40,68,26,34,86
109,SERANGOON NTH AVE 1,550109,89,52,73,100,100,25,88,68,2,69
109,SIMEI ST 1,520109,89,62,70,75,18,45,84,36,17,48
109,SPOTTISWOODE PK RD,80109,100,98,89,100,55,1,92,84,25,100
109,TAMPINES ST 11,521109,78,21,95,100,48,46,76,36,17,35
109,TECK WHYE LANE,680109,56,28,66,100,80,76,80,26,39,72
109,WHAMPOA RD,321109,78,68,84,100,82,7,68,55,20,94
109,WOODLANDS ST 13,730109,100,86,88,100,45,95,92,49,76,9
109,YISHUN RING RD,760109,89,41,84,100,63,79,64,49,41,54
109A,DEPOT RD,101109,89,4,89,100,84,11,88,71,25,1
109A,EDGEDALE PLAINS,821109,78,38,84,100,93,51,60,39,68,37
109B,DEPOT RD,102109,89,7,89,100,84,11,88,71,25,2
109B,EDGEDALE PLAINS,822109,78,29,84,100,92,51,60,36,68,38
109C,EDGEDALE PLAINS,823109,89,20,96,100,90,51,60,36,68,38
109D,EDGEDALE PLAINS,824109,89,10,96,100,89,51,52,36,68,43
11,CANTONMENT CL,80011,100,81,68,100,42,1,76,84,25,96
11,CHAI CHEE RD,460011,89,42,93,100,48,23,72,59,31,97
11,EUNOS CRES,400011,89,17,89,75,8,14,84,68,65,84
11,FARRER PK RD,210011,100,84,66,75,6,2,84,68,18,94
11,HAIG RD,430011,45,41,63,100,36,9,84,59,49,92
11,HOLLAND DR,278859,100,90,100,100,37,30,92,71,21,38
11,JLN BATU,431011,100,99,94,100,32,3,96,75,49,54
11,JLN BT MERAH,150011,89,6,86,100,73,12,80,65,91,27
11,JOO SENG RD,360011,67,39,75,100,66,11,88,55,60,69
11,LOR 8 TOA PAYOH,310011,100,80,79,100,90,11,84,26,20,77
11,MARSILING DR,730011,100,99,83,100,76,97,92,62,76,63
11,PINE CL,391011,89,39,87,75,5,3,44,71,49,100
11,TECK WHYE LANE,680011,67,28,77,100,57,75,76,30,39,100
11,TOH YI DR,590011,89,69,90,100,32,44,84,88,5,77
11,UPP BOON KENG RD,380011,78,1,90,75,12,2,84,65,49,39
110,ALJUNIED CRES,380110,78,60,80,100,24,6,64,68,49,87
110,ANG MO KIO AVE 4,560110,89,63,81,100,92,29,80,46,4,76
110,BEDOK RESERVOIR RD,470110,100,88,95,100,40,18,80,78,65,56
110,BEDOK NTH RD,460110,67,44,98,100,37,31,84,42,17,70
110,BISHAN ST 12,570110,67,42,56,75,18,16,84,46,13,22
110,BT PURMEI RD,90110,89,29,93,100,83,3,92,75,25,43
110,BT BATOK WEST AVE 6,650110,67,39,68,100,26,68,68,49,57,22
110,C'WEALTH CRES,140110,100,91,89,100,30,20,80,75,21,96
110,CLEMENTI ST 13,120110,89,9,92,100,81,39,100,59,5,77
110,GANGSA RD,670110,100,94,93,100,58,65,80,49,55,72
110,HOUGANG AVE 1,530110,78,21,60,100,62,20,92,75,34,43
110,JURONG EAST ST 13,600110,89,55,91,100,38,73,96,59,50,62
110,LENGKONG TIGA,410110,89,1,96,100,22,17,76,68,65,78
110,LOR 1 TOA PAYOH,310110,100,79,72,75,2,13,88,55,13,42
110,MCNAIR RD,320110,78,3,78,100,22,5,64,71,20,98
110,PASIR RIS ST 11,510110,89,47,81,100,72,61,72,55,26,18
110,RIVERVALE WALK,540110,89,33,79,100,63,40,72,20,34,78
110,SERANGOON NTH AVE 1,550110,89,27,73,100,99,25,72,68,2,69
110,SIMEI ST 1,520110,89,60,62,75,16,45,84,36,17,44
110,SPOTTISWOODE PK RD,81110,100,98,94,100,60,1,92,84,25,100
110,TAMPINES ST 11,521110,78,32,95,100,44,46,72,36,17,40
110,TECK WHYE LANE,680110,56,39,66,100,81,76,76,33,39,72
110,WHAMPOA RD,321110,78,59,81,100,80,7,68,55,20,94
110,WOODLANDS ST 13,730110,100,90,90,100,38,94,92,49,76,10
110,YISHUN RING RD,760110,89,67,83,100,65,79,72,49,41,54
110A,BIDADARI PK DR,341110,100,97,96,100,33,9,80,59,60,46
110A,DEPOT RD,101110,89,7,89,100,86,11,84,71,25,3
110A,PUNGGOL FIELD,821110,89,4,96,100,88,52,60,39,68,44
110B,BIDADARI PK DR,342110,100,97,97,100,38,9,80,55,60,43
110B,PUNGGOL FIELD,822110,89,13,96,100,90,52,60,36,68,36
110C,PUNGGOL FIELD,823110,78,25,84,100,91,52,60,36,68,30
110D,PUNGGOL FIELD,824110,78,37,84,100,93,51,64,39,68,28
111,ALJUNIED CRES,380111,78,64,80,100,27,6,60,68,49,99
111,ANG MO KIO AVE 4,560111,89,72,81,100,92,29,80,46,4,76
111,BEDOK NTH RD,460111,67,19,89,100,50,31,80,49,10,54
111,BEDOK RESERVOIR RD,470111,100,92,95,100,43,18,88,78,65,55
111,BISHAN ST 12,570111,67,49,57,100,22,15,84,46,13,23
111,BT PURMEI RD,90111,89,36,94,100,86,3,92,71,25,57
111,BT BATOK WEST AVE 6,650111,45,51,65,100,21,68,80,49,57,38
111,C'WEALTH CRES,140111,100,88,89,100,24,20,84,75,21,99
111,CLEMENTI ST 13,120111,89,19,94,100,84,39,100,59,5,67
111,EDGEFIELD PLAINS,820111,89,45,92,100,78,51,60,23,52,65
111,GANGSA RD,670111,100,92,94,100,60,65,76,49,55,70
111,HO CHING RD,610111,78,37,86,100,86,79,76,71,12,9
111,HOUGANG AVE 1,530111,78,6,61,100,53,20,80,75,34,31
111,JLN BT MERAH,160111,89,47,75,100,49,4,84,65,25,94
111,JURONG EAST ST 13,600111,89,63,91,100,34,73,96,59,50,45
111,LENGKONG TIGA,410111,89,4,94,75,19,17,80,68,65,70
111,LOR 3 GEYLANG,381111,67,15,74,75,10,2,84,75,49,83
111,LOR 1 TOA PAYOH,310111,100,87,77,75,3,13,88,55,13,84
111,MCNAIR RD,320111,67,14,79,100,25,5,64,68,20,91
111,PASIR RIS ST 11,510111,89,49,81,100,75,60,72,52,26,41
111,RIVERVALE WALK,540111,89,9,83,100,69,41,68,17,52,64
111,SERANGOON NTH AVE 1,550111,89,52,73,100,100,25,88,68,2,69
111,SIMEI ST 1,520111,89,76,73,100,25,44,84,36,17,49
111,TAMPINES ST 11,521111,78,25,83,100,58,45,72,26,17,30
111,TECK WHYE LANE,680111,56,37,70,100,80,76,76,30,39,79
111,WHAMPOA RD,321111,78,49,78,100,78,7,72,55,20,94
111,WOODLANDS ST 13,730111,100,86,90,100,33,94,92,49,76,13
111,YISHUN RING RD,760111,89,53,82,100,65,79,68,49,41,54
111A,ALKAFF CRES,341111,100,97,97,100,39,9,84,49,20,48
111A,DEPOT RD,101111,89,18,93,100,85,11,88,71,25,2
111B,ALKAFF CRES,342111,100,97,97,100,36,10,84,49,20,48
111B,DEPOT RD,102111,89,23,93,100,85,11,88,71,25,2
112,ALJUNIED CRES,380112,78,38,80,100,32,7,68,68,49,86
112,ANG MO KIO AVE 4,560112,100,81,82,100,96,30,76,49,4,72
112,BEDOK RESERVOIR RD,470112,100,89,95,100,45,18,88,78,65,59
112,BEDOK NTH RD,460112,67,19,85,100,55,31,80,49,10,54
112,BISHAN ST 12,570112,67,41,57,100,27,15,80,42,13,21
112,BT BATOK WEST AVE 6,650112,67,23,65,100,33,69,68,49,57,24
112,BT PURMEI RD,90112,89,8,94,100,83,4,92,68,25,39
112,C'WEALTH CRES,140112,100,90,89,100,27,20,84,75,21,87
112,CLEMENTI ST 13,120112,78,15,92,100,80,40,96,55,5,87
112,EDGEFIELD PLAINS,820112,89,30,92,100,81,51,60,23,52,63
112,HOUGANG AVE 1,530112,78,13,61,100,58,20,80,75,34,29
112,HO CHING RD,610112,89,42,87,100,87,79,84,71,12,5
112,JURONG EAST ST 13,600112,89,68,91,100,32,73,96,55,50,64
112,LENGKONG TIGA,410112,89,8,94,75,13,17,76,65,65,63
112,LOR 1 TOA PAYOH,310112,100,89,79,75,4,13,92,55,13,77
112,LOR 3 GEYLANG,381112,67,18,74,75,9,2,88,75,49,83
112,MCNAIR RD,320112,89,5,94,75,16,5,76,68,20,94
112,PASIR RIS ST 11,510112,89,67,81,100,73,60,72,49,26,51
112,PENDING RD,670112,100,87,94,100,63,65,80,49,55,69
112,RIVERVALE WALK,540112,89,21,83,100,73,40,68,17,34,26
112,SERANGOON NTH AVE 1,550112,89,23,73,100,99,25,64,68,2,67
112,SIMEI ST 1,520112,89,75,73,100,23,45,88,33,17,44
112,TAMPINES ST 11,521112,78,41,86,100,57,44,76,23,17,43
112,TECK WHYE LANE,680112,56,43,72,100,82,76,80,30,39,86
112,WHAMPOA RD,321112,78,22,78,100,71,6,64,55,20,94
112,WOODLANDS ST 13,730112,100,92,90,100,39,95,92,49,76,13
112,YISHUN RING RD,760112,89,76,91,100,67,80,64,49,41,54
112A,ALKAFF CRES,341112,100,97,97,100,32,10,88,46,20,48
112A,DEPOT RD,101112,89,34,88,100,86,12,84,75,25,4
112B,ALKAFF CRES,342112,100,97,97,100,29,10,88,46,60,49
112B,DEPOT RD,102112,89,46,89,100,85,12,88,75,25,4
113,ANG MO KIO AVE 4,560113,100,88,86,100,95,30,72,49,4,73
113,BEDOK NTH ST 2,460113,67,39,87,100,59,31,68,52,10,55
113,BEDOK RESERVOIR RD,470113,100,83,95,100,44,18,80,75,65,59
113,BISHAN ST 12,570113,67,33,57,100,21,15,84,42,13,22
113,BT BATOK WEST AVE 6,650113,67,38,65,100,31,69,76,49,57,39
113,BT PURMEI RD,90113,89,31,94,100,87,3,88,71,25,45
113,C'WEALTH CRES,140113,100,87,89,100,29,20,84,75,21,82
113,CLEMENTI ST 13,120113,78,23,92,100,83,40,96,59,5,80
113,DEPOT RD,100113,89,58,89,100,83,12,92,81,97,5
113,HOUGANG AVE 1,530113,78,34,61,100,66,20,88,78,34,28
113,JLN BT MERAH,160113,89,46,75,100,50,4,84,62,25,100
113,JURONG EAST ST 13,600113,89,77,98,100,28,74,96,59,50,17
113,LENGKONG TIGA,410113,89,17,94,75,11,17,72,65,65,60
113,LOR 3 GEYLANG,381113,67,23,78,75,9,2,88,78,49,83
113,LOR 1 TOA PAYOH,310113,100,95,77,75,8,13,80,55,13,96
113,PASIR RIS ST 11,510113,89,65,81,100,71,60,68,49,26,31
113,PENDING RD,670113,100,78,93,100,69,64,76,52,55,75
113,POTONG PASIR AVE 1,350113,89,4,87,100,63,10,92,33,20,97
113,RIVERVALE WALK,540113,89,12,83,100,75,41,68,20,52,21
113,SERANGOON NTH AVE 1,550113,89,58,73,100,100,25,84,68,2,69
113,SIMEI ST 1,520113,89,68,70,75,19,45,84,33,17,45
113,TAMPINES ST 11,521113,78,21,82,100,60,43,68,23,17,74
113,TAO CHING RD,610113,89,42,94,100,90,78,92,71,12,1
113,TECK WHYE LANE,680113,56,16,73,100,83,76,76,42,39,70
113,WHAMPOA RD,320113,67,16,78,100,69,6,64,55,20,94
113,WOODLANDS ST 13,730113,100,93,86,100,43,95,92,49,76,11
113,YISHUN RING RD,760113,100,91,96,100,70,80,68,49,41,54
